order_id,order_date,region,product_category,sales_channel,customer_name,units_sold,unit_price,discount_pct,revenue
104141,2024-05-24,Europe,Home & Garden,Online,Theresa Knight,1,63.08,0,63.08
100703,2024-05-24,Middle East & Africa,Apparel,Online,Michael Abbott,9,124.94,20,899.57
105295,2024-05-24,Middle East & Africa,Apparel,Retail Store,Leslie Moody,9,144.34,0,1299.06
102764,2024-05-24,Europe,Apparel,Retail Store,Anthony Paul,1,16.13,0,16.13
105182,2024-05-24,Latin America,Home & Garden,Online,Nathan Stanley,4,171.69,15,583.75
102521,2024-05-24,Asia Pacific,Apparel,Partner Reseller,Cynthia Harrell,3,142.27,10,384.13
100556,2024-05-24,Europe,Sporting Goods,Partner Reseller,Kathryn Williams,5,461.01,20,1844.04
102599,2024-05-24,Middle East & Africa,Office Supplies,Online,Jennifer Williams,2,146.28,0,292.56
104463,2024-05-25,Latin America,Apparel,Partner Reseller,Ernest Sullivan,3,46.42,0,139.26
101993,2024-05-25,North America,Electronics,Retail Store,Michael Webster,1,317.34,20,253.87
103953,2024-05-25,Asia Pacific,Office Supplies,Retail Store,Riley Clark,7,134.75,5,896.09
105549,2024-05-25,Europe,Sporting Goods,Partner Reseller,Wesley Bowers,7,137.6,5,915.04
101697,2024-05-25,Asia Pacific,Home & Garden,Online,Sonya Chavez,11,104.72,10,1036.73
100562,2024-05-26,Latin America,Apparel,Online,Robert Richardson,9,129.01,5,1103.04
102666,2024-05-26,Asia Pacific,Electronics,Partner Reseller,Savannah Stokes,12,1196.98,5,13645.57
105796,2024-05-26,Middle East & Africa,Apparel,Online,Peggy Mendoza,10,36.9,15,313.65
101585,2024-05-26,Asia Pacific,Apparel,Online,Corey Johnson,2,62.57,0,125.14
103551,2024-05-27,Latin America,Sporting Goods,Partner Reseller,Sarah Stewart,2,415.13,0,830.26
104634,2024-05-27,Asia Pacific,Office Supplies,Retail Store,Richard Bauer,12,152.01,10,1641.71
100997,2024-05-27,Latin America,Office Supplies,Online,Christina Johnson,12,62.47,5,712.16
100179,2024-05-27,Europe,Office Supplies,Retail Store,Robert Oconnell,7,79.68,0,557.76
101749,2024-05-27,North America,Home & Garden,Partner Reseller,Donna Johnson,4,243.16,0,972.64
100946,2024-05-27,Middle East & Africa,Office Supplies,Online,Kendra Wang DVM,5,186.71,0,933.55
100590,2024-05-28,Middle East & Africa,Sporting Goods,Partner Reseller,Laurie Sanchez,7,223.32,0,1563.24
104698,2024-05-28,Asia Pacific,Electronics,Online,Zachary Mcgee,9,819.28,10,6636.17
104568,2024-05-28,Latin America,Apparel,Partner Reseller,Erin Williams,8,135.45,0,1083.6
100754,2024-05-29,Middle East & Africa,Office Supplies,Online,Dana Hopkins,2,27.96,20,44.74
102013,2024-05-29,Asia Pacific,Sporting Goods,Online,Ryan Alvarez,10,216.34,15,1838.89
105390,2024-05-29,Middle East & Africa,Sporting Goods,Online,Teresa Wallace,7,237.24,0,1660.68
100021,2024-05-29,North America,Sporting Goods,Retail Store,Patty Perez,8,203.18,10,1462.9
102455,2024-05-29,Middle East & Africa,Sporting Goods,Retail Store,Stacey Clark,8,260.99,15,1774.73
100930,2024-05-29,Latin America,Home & Garden,Retail Store,Jill Anderson,9,393.99,0,3545.91
100726,2024-05-29,Asia Pacific,Office Supplies,Partner Reseller,Christian Dawson,3,63.54,20,152.5
101434,2024-05-29,North America,Home & Garden,Retail Store,Phillip Kent,9,283.92,0,2555.28
104686,2024-05-29,Europe,Home & Garden,Online,Sharon Hicks,10,347.59,0,3475.9
102284,2024-05-30,Asia Pacific,Electronics,Retail Store,Nicole Moore,8,856.24,15,5822.43
102110,2024-05-30,Latin America,Sporting Goods,Online,Pamela Sullivan,9,340.75,10,2760.08
100832,2024-05-30,Latin America,Electronics,Retail Store,Scott Alexander,3,916.52,0,2749.56
102411,2024-05-30,North America,Home & Garden,Partner Reseller,Kyle Keller,3,295.88,0,887.64
104457,2024-05-30,Europe,Electronics,Online,Joshua Nelson,4,528.07,5,2006.67
100919,2024-05-30,Europe,Apparel,Retail Store,Samantha Terry,8,144.57,15,983.08
100262,2024-05-30,Middle East & Africa,Sporting Goods,Retail Store,Timothy Romero,12,295.23,15,3011.35
102743,2024-05-30,Latin America,Office Supplies,Retail Store,Gavin Nelson,3,107.18,10,289.39
103328,2024-05-30,Middle East & Africa,Office Supplies,Partner Reseller,Shannon Hurley,7,188.81,20,1057.34
105723,2024-05-31,Europe,Home & Garden,Partner Reseller,Theresa Ward,6,221.52,0,1329.12
104847,2024-05-31,Asia Pacific,Office Supplies,Online,Cynthia Hendricks,1,59.67,5,56.69
103600,2024-05-31,Latin America,Office Supplies,Online,Aaron Hernandez,4,140.85,10,507.06
100066,2024-05-31,Middle East & Africa,Electronics,Online,Tracy House,10,1014.75,10,9132.75
104407,2024-06-01,North America,Home & Garden,Retail Store,Jaclyn Long,2,53.86,5,102.33
102393,2024-06-01,Latin America,Home & Garden,Retail Store,Donald Fisher,4,252.54,5,959.65
102359,2024-06-01,Middle East & Africa,Office Supplies,Retail Store,Charles Hawkins,1,153.31,20,122.65
105318,2024-06-01,Europe,Apparel,Retail Store,Lisa Beard,2,56.24,0,112.48
100430,2024-06-01,Latin America,Home & Garden,Partner Reseller,Maria Henderson,11,311.05,15,2908.32
102537,2024-06-01,North America,Office Supplies,Partner Reseller,Phillip Byrd,5,56.82,0,284.1
103611,2024-06-01,North America,Office Supplies,Partner Reseller,John Yang,2,86.2,5,163.78
102156,2024-06-01,North America,Sporting Goods,Partner Reseller,Diane Mcdowell,5,39.66,20,158.64
102594,2024-06-01,Europe,Home & Garden,Retail Store,Andrea Taylor,3,92.66,5,264.08
101278,2024-06-01,Latin America,Sporting Goods,Online,Travis Hopkins,9,135.45,20,975.24
101720,2024-06-01,Middle East & Africa,Sporting Goods,Online,Brandon Smith,11,100.86,20,887.57
103255,2024-06-01,Europe,Home & Garden,Partner Reseller,Tammy Morris,5,332.38,10,1495.71
104118,2024-06-02,Middle East & Africa,Home & Garden,Retail Store,Michael Cruz,9,270.21,20,1945.51
104296,2024-06-02,Europe,Electronics,Retail Store,Bryan Thomas,9,330.88,5,2829.02
105856,2024-06-02,Latin America,Home & Garden,Retail Store,Janice Bailey,12,333.15,0,3997.8
105984,2024-06-02,Middle East & Africa,Electronics,Online,Jamie Romero,12,648.15,15,6611.13
105719,2024-06-02,Asia Pacific,Apparel,Retail Store,Sydney Elliott,9,75.56,0,680.04
105684,2024-06-03,North America,Electronics,Retail Store,Andrea Hughes,9,981.0,0,8829.0
103554,2024-06-03,Latin America,Electronics,Partner Reseller,Ryan Caldwell,6,427.87,15,2182.14
100152,2024-06-03,Asia Pacific,Sporting Goods,Partner Reseller,Denise Jones,4,54.17,0,216.68
105841,2024-06-03,Asia Pacific,Sporting Goods,Online,Heather Pittman,7,278.09,0,1946.63
104856,2024-06-04,Asia Pacific,Office Supplies,Retail Store,Darius Khan,10,78.47,20,627.76
105777,2024-06-04,Latin America,Sporting Goods,Retail Store,Heather Barry,2,350.74,15,596.26
105536,2024-06-04,Asia Pacific,Office Supplies,Online,Jonathan Glover,1,73.4,15,62.39
104378,2024-06-04,Middle East & Africa,Electronics,Partner Reseller,Austin Baker,5,888.37,0,4441.85
101693,2024-06-05,Latin America,Electronics,Online,Michael Mckinney,4,678.63,5,2578.79
104896,2024-06-05,Asia Pacific,Apparel,Online,Donna Mccarty,9,147.46,0,1327.14
103896,2024-06-05,Europe,Electronics,Online,Ryan Walker,10,556.47,0,5564.7
104622,2024-06-05,North America,Office Supplies,Partner Reseller,Amber Zhang,1,31.03,0,31.03
100576,2024-06-05,Europe,Home & Garden,Partner Reseller,Thomas Peterson,10,41.34,0,413.4
102747,2024-06-05,North America,Apparel,Retail Store,Elizabeth Nicholson,4,10.66,15,36.24
103542,2024-06-05,North America,Sporting Goods,Retail Store,Samantha Roy,9,60.53,0,544.77
105688,2024-06-05,Asia Pacific,Apparel,Retail Store,Ryan Skinner,7,46.57,0,325.99
105950,2024-06-05,Middle East & Africa,Office Supplies,Retail Store,Richard Burke,9,133.61,20,961.99
103525,2024-06-06,Asia Pacific,Office Supplies,Retail Store,Justin Bennett,4,36.58,10,131.69
102760,2024-06-06,North America,Sporting Goods,Online,Sierra Cervantes,2,249.83,0,499.66
101947,2024-06-06,Latin America,Sporting Goods,Partner Reseller,Robert Waller,1,29.94,20,23.95
105164,2024-06-06,Latin America,Apparel,Partner Reseller,Sarah Berry,9,84.05,0,756.45
100844,2024-06-07,Asia Pacific,Home & Garden,Online,Ashley Edwards,12,303.09,0,3637.08
101909,2024-06-07,Latin America,Electronics,Retail Store,Wayne Weaver,5,420.8,0,2104.0
102483,2024-06-07,Latin America,Home & Garden,Retail Store,Darrell Curry,3,219.91,15,560.77
101423,2024-06-07,Europe,Home & Garden,Retail Store,Emily Reed,8,388.42,5,2951.99
104004,2024-06-07,North America,Home & Garden,Partner Reseller,Monica Oconnor,6,21.25,5,121.12
104867,2024-06-07,North America,Electronics,Retail Store,William Wilson,7,873.44,0,6114.08
105977,2024-06-08,Middle East & Africa,Apparel,Retail Store,Tyler Stout,4,69.99,0,279.96
101764,2024-06-08,Europe,Home & Garden,Partner Reseller,Haley May,5,308.74,20,1234.96
101790,2024-06-08,Latin America,Home & Garden,Partner Reseller,Christopher Jones,2,24.89,20,39.82
105999,2024-06-08,Middle East & Africa,Office Supplies,Partner Reseller,Jeffrey Ford,5,148.63,0,743.15
100775,2024-06-08,Europe,Office Supplies,Online,Christopher Moore,10,178.95,0,1789.5
100519,2024-06-09,Middle East & Africa,Office Supplies,Retail Store,Vincent Reynolds,6,48.1,5,274.17
102037,2024-06-09,Middle East & Africa,Electronics,Retail Store,Michael Henry,3,1186.83,15,3026.42
104272,2024-06-09,Middle East & Africa,Home & Garden,Online,Diana Hawkins,2,225.66,5,428.75
104297,2024-06-09,Asia Pacific,Sporting Goods,Online,Timothy Lucero,12,110.0,20,1056.0
103730,2024-06-09,Asia Pacific,Sporting Goods,Online,Christopher Farrell,12,418.64,10,4521.31
101221,2024-06-09,Europe,Office Supplies,Retail Store,Janice Fernandez,8,130.45,15,887.06
100760,2024-06-10,North America,Apparel,Retail Store,Mary Kelly,8,100.21,0,801.68
100589,2024-06-10,North America,Electronics,Retail Store,Melissa Taylor,7,1142.52,10,7197.88
105228,2024-06-10,Latin America,Sporting Goods,Partner Reseller,Meagan West,2,461.53,0,923.06
101637,2024-06-10,North America,Office Supplies,Online,Taylor Andersen,10,144.09,20,1152.72
102115,2024-06-10,North America,Home & Garden,Retail Store,Heather Guzman,7,195.24,0,1366.68
101710,2024-06-10,Europe,Apparel,Partner Reseller,Casey Blanchard,9,133.56,0,1202.04
103631,2024-06-10,Asia Pacific,Office Supplies,Retail Store,George Villa,7,124.61,5,828.66
102894,2024-06-10,Latin America,Home & Garden,Partner Reseller,Meghan Hernandez,1,73.62,15,62.58
100665,2024-06-11,North America,Sporting Goods,Retail Store,Tracy Grant,7,230.35,0,1612.45
100801,2024-06-11,Asia Pacific,Home & Garden,Partner Reseller,Krista Wilson,11,392.81,0,4320.91
100790,2024-06-11,Latin America,Home & Garden,Retail Store,Jennifer Taylor,4,190.96,15,649.26
104985,2024-06-11,Asia Pacific,Home & Garden,Partner Reseller,Jennifer Ferguson,12,301.99,20,2899.1
104552,2024-06-12,Europe,Apparel,Retail Store,Gary Miller,8,88.45,0,707.6
105327,2024-06-12,Middle East & Africa,Home & Garden,Retail Store,Stephanie Peterson,11,267.9,0,2946.9
102439,2024-06-12,Europe,Home & Garden,Retail Store,Amanda Johnson,6,278.61,0,1671.66
101109,2024-06-12,Asia Pacific,Apparel,Retail Store,Lorraine Turner,2,135.65,20,217.04
100698,2024-06-12,Asia Pacific,Home & Garden,Retail Store,Renee Browning,8,33.98,0,271.84
102396,2024-06-12,Middle East & Africa,Electronics,Retail Store,Vanessa Coleman,1,759.59,15,645.65
103645,2024-06-12,Middle East & Africa,Office Supplies,Partner Reseller,Judy Jones,1,129.69,0,129.69
103480,2024-06-12,Asia Pacific,Home & Garden,Retail Store,Anna Jackson,9,318.9,0,2870.1
104003,2024-06-12,Europe,Home & Garden,Online,William Austin,3,66.39,10,179.25
103078,2024-06-13,Asia Pacific,Sporting Goods,Partner Reseller,Paul Cabrera,5,478.72,10,2154.24
103545,2024-06-13,Asia Pacific,Sporting Goods,Online,Amanda Johnson,7,164.11,0,1148.77
100866,2024-06-13,Europe,Electronics,Partner Reseller,Lori Mason,4,376.08,0,1504.32
105691,2024-06-14,Europe,Sporting Goods,Partner Reseller,Angela Hunt,11,85.3,0,938.3
100004,2024-06-14,North America,Home & Garden,Online,Cristian Santos,6,283.78,0,1702.68
100005,2024-06-14,Europe,Apparel,Retail Store,Connie Lawrence,7,24.31,0,170.17
104027,2024-06-14,Latin America,Office Supplies,Partner Reseller,Joseph Mccullough,12,13.18,0,158.16
100318,2024-06-14,Asia Pacific,Office Supplies,Partner Reseller,Stephen Hoffman,11,71.02,0,781.22
103343,2024-06-14,Europe,Office Supplies,Partner Reseller,Desiree Booth,6,123.95,0,743.7
105490,2024-06-14,Europe,Apparel,Partner Reseller,Kurt Martinez,2,127.43,15,216.63
104833,2024-06-14,North America,Home & Garden,Partner Reseller,Samantha Carter,12,32.41,0,388.92
100875,2024-06-14,North America,Home & Garden,Online,Patrick Yang,6,174.63,15,890.61
103461,2024-06-14,Middle East & Africa,Home & Garden,Partner Reseller,Mr. Eric Hall,3,325.07,15,828.93
104034,2024-06-14,Latin America,Home & Garden,Retail Store,Susan Zimmerman,6,77.97,20,374.26
102996,2024-06-15,Asia Pacific,Home & Garden,Partner Reseller,Paul Martin,6,279.53,15,1425.6
103872,2024-06-15,Middle East & Africa,Home & Garden,Retail Store,Ashley Perez,6,139.39,10,752.71
101991,2024-06-16,Latin America,Home & Garden,Retail Store,Ricky Palmer,2,118.92,0,237.84
101156,2024-06-16,North America,Apparel,Retail Store,Christine Powers,2,87.86,20,140.58
104467,2024-06-16,Latin America,Home & Garden,Partner Reseller,Robert Price,1,149.0,0,149.0
102102,2024-06-16,North America,Sporting Goods,Partner Reseller,Melissa Mccormick,8,163.25,5,1240.7
105951,2024-06-17,Latin America,Office Supplies,Online,Tammy Williams,2,91.85,0,183.7
104825,2024-06-17,Europe,Apparel,Retail Store,Amy Adams,6,105.66,0,633.96
101321,2024-06-17,Latin America,Apparel,Retail Store,Colin Fletcher,1,64.06,0,64.06
103172,2024-06-17,North America,Apparel,Online,Cheryl Blevins,9,32.23,20,232.06
102420,2024-06-18,Latin America,Apparel,Retail Store,Eric Graham,11,100.44,20,883.87
101164,2024-06-18,Latin America,Apparel,Online,Mitchell Griffith,11,79.2,0,871.2
103210,2024-06-18,Asia Pacific,Sporting Goods,Retail Store,Julia Brown,9,384.28,0,3458.52
103937,2024-06-18,Middle East & Africa,Sporting Goods,Online,Kristina Monroe,12,66.13,15,674.53
103667,2024-06-18,North America,Sporting Goods,Partner Reseller,Michael Chambers,4,312.26,0,1249.04
100209,2024-06-18,Middle East & Africa,Electronics,Partner Reseller,Brian Lee,11,589.36,15,5510.52
101884,2024-06-18,Asia Pacific,Office Supplies,Partner Reseller,Raymond Sawyer,1,166.02,5,157.72
100667,2024-06-18,Middle East & Africa,Home & Garden,Online,Tammy Boone,2,77.62,20,124.19
103173,2024-06-18,North America,Apparel,Partner Reseller,Tracie Wiley,11,33.57,10,332.34
104480,2024-06-19,North America,Electronics,Retail Store,Matthew Mueller,6,252.44,15,1287.44
100111,2024-06-19,Europe,Sporting Goods,Retail Store,Shannon Walker,7,176.89,0,1238.23
104254,2024-06-19,Middle East & Africa,Office Supplies,Retail Store,Teresa Young,12,97.56,5,1112.18
100202,2024-06-19,Europe,Electronics,Retail Store,Elizabeth Perkins,11,1091.81,0,12009.91
103999,2024-06-19,Europe,Electronics,Online,Kelly Liu,6,418.35,0,2510.1
104905,2024-06-19,Latin America,Apparel,Online,Amy Roberts,2,124.02,5,235.64
103844,2024-06-19,Latin America,Electronics,Partner Reseller,Sara Hamilton,6,641.22,5,3654.95
105343,2024-06-19,Europe,Home & Garden,Retail Store,Lori Valentine,10,267.88,0,2678.8
103221,2024-06-19,Asia Pacific,Electronics,Partner Reseller,Ross Wallace,10,179.36,0,1793.6
102807,2024-06-19,Europe,Home & Garden,Online,Danielle Wang,11,255.25,5,2667.36
100353,2024-06-20,Asia Pacific,Office Supplies,Online,Michael Farrell,9,109.03,15,834.08
104280,2024-06-20,Europe,Home & Garden,Retail Store,Sandra Craig,2,196.08,15,333.34
102971,2024-06-20,Europe,Office Supplies,Online,Scott Morales,9,85.58,0,770.22
103948,2024-06-20,Middle East & Africa,Apparel,Online,Annette Knapp,2,35.44,0,70.88
102130,2024-06-20,Asia Pacific,Home & Garden,Online,Caroline Morales,2,40.35,0,80.7
103728,2024-06-20,Asia Pacific,Apparel,Retail Store,Nathan Mcgee,1,62.2,0,62.2
102813,2024-06-20,Asia Pacific,Sporting Goods,Retail Store,William Hickman,6,498.15,0,2988.9
105850,2024-06-20,Latin America,Office Supplies,Retail Store,Kristine Bryant DVM,8,108.36,10,780.19
100505,2024-06-20,Latin America,Apparel,Retail Store,Jodi Roach,7,34.87,0,244.09
105799,2024-06-21,Europe,Apparel,Online,Brittany Farley,3,27.1,15,69.11
104368,2024-06-21,North America,Home & Garden,Partner Reseller,Mr. Reginald Roman,1,110.15,0,110.15
100729,2024-06-21,North America,Home & Garden,Retail Store,Derrick Anderson,12,151.78,20,1457.09
105534,2024-06-21,Latin America,Home & Garden,Online,Adrian Krueger,5,214.16,10,963.72
104796,2024-06-21,Middle East & Africa,Sporting Goods,Retail Store,Richard Ryan,9,379.31,15,2901.72
100730,2024-06-21,Latin America,Apparel,Retail Store,Jerry Peters,10,62.04,0,620.4
101380,2024-06-21,Middle East & Africa,Electronics,Online,Kevin Nguyen,1,1146.89,5,1089.55
105744,2024-06-21,Latin America,Home & Garden,Retail Store,Melanie Smith,9,66.14,0,595.26
101212,2024-06-21,North America,Office Supplies,Online,Daniel White,10,22.93,15,194.91
101867,2024-06-22,Europe,Home & Garden,Online,Greg Tanner,12,160.84,0,1930.08
103216,2024-06-22,Latin America,Electronics,Retail Store,Danny Lowe PhD,11,1190.27,10,11783.67
105909,2024-06-22,Middle East & Africa,Home & Garden,Partner Reseller,Chloe Ellis,6,98.71,10,533.03
103768,2024-06-22,North America,Home & Garden,Retail Store,Cindy Shaw,5,141.49,15,601.33
102068,2024-06-22,Europe,Apparel,Online,Shari Ray,3,46.68,0,140.04
105276,2024-06-23,North America,Electronics,Partner Reseller,Taylor Acevedo,6,120.7,15,615.57
103224,2024-06-23,North America,Apparel,Partner Reseller,Melanie Villarreal,3,36.96,0,110.88
104914,2024-06-23,Middle East & Africa,Sporting Goods,Online,Richard Riley,1,402.61,5,382.48
105010,2024-06-23,North America,Electronics,Retail Store,Kenneth Murphy,10,386.73,5,3673.93
102052,2024-06-23,Latin America,Electronics,Retail Store,Deborah Dominguez,4,1132.37,10,4076.53
100958,2024-06-23,Latin America,Office Supplies,Online,Thomas Harris,7,15.5,10,97.65
102127,2024-06-23,Asia Pacific,Home & Garden,Partner Reseller,Courtney Vaughan,10,170.04,0,1700.4
105034,2024-06-23,Latin America,Electronics,Partner Reseller,Rachel Patel,9,532.7,0,4794.3
102777,2024-06-23,Europe,Sporting Goods,Retail Store,Brian Sloan,6,314.05,15,1601.66
103524,2024-06-24,North America,Home & Garden,Online,Erin Mason,1,396.19,5,376.38
101296,2024-06-24,Latin America,Home & Garden,Online,Alison Williams,2,126.02,0,252.04
103455,2024-06-24,Latin America,Office Supplies,Retail Store,Heidi Gonzalez,11,148.94,0,1638.34
101087,2024-06-24,Latin America,Apparel,Partner Reseller,Philip Jackson,1,95.84,15,81.46
101400,2024-06-24,Middle East & Africa,Sporting Goods,Online,Dr. Steve James,10,406.21,15,3452.78
102391,2024-06-24,North America,Office Supplies,Online,Michael Owens,11,180.45,0,1984.95
105728,2024-06-24,Asia Pacific,Sporting Goods,Online,Greg Wood,1,20.9,5,19.85
102935,2024-06-24,Europe,Apparel,Retail Store,Paul Hansen,6,78.49,15,400.3
102633,2024-06-24,Asia Pacific,Office Supplies,Retail Store,Victoria Juarez,6,185.16,0,1110.96
105810,2024-06-24,North America,Sporting Goods,Partner Reseller,Kim Nelson,5,154.31,0,771.55
105677,2024-06-24,North America,Electronics,Partner Reseller,Benjamin Johnson,4,713.61,0,2854.44
104729,2024-06-25,North America,Home & Garden,Retail Store,Kristen Bradley,1,155.46,10,139.91
103876,2024-06-25,North America,Apparel,Partner Reseller,Javier Stanley,11,17.37,0,191.07
101571,2024-06-25,Latin America,Home & Garden,Partner Reseller,Brandy Forbes,6,348.54,0,2091.24
105222,2024-06-25,Middle East & Africa,Home & Garden,Retail Store,Justin Hammond,2,113.19,15,192.42
101401,2024-06-25,Middle East & Africa,Electronics,Partner Reseller,Mark Thomas,5,742.89,0,3714.45
104655,2024-06-25,Asia Pacific,Electronics,Retail Store,Tracy Atkins,11,810.66,15,7579.67
104827,2024-06-25,Asia Pacific,Apparel,Partner Reseller,Elizabeth Jackson,9,46.4,10,375.84
104810,2024-06-26,Middle East & Africa,Office Supplies,Partner Reseller,Cynthia Hernandez,1,131.54,0,131.54
100600,2024-06-26,North America,Electronics,Partner Reseller,Casey Gillespie,7,455.21,0,3186.47
105710,2024-06-26,Asia Pacific,Home & Garden,Retail Store,Gerald Allen,5,260.88,0,1304.4
104649,2024-06-26,Middle East & Africa,Office Supplies,Partner Reseller,Willie Perez,8,95.48,5,725.65
100254,2024-06-26,Latin America,Sporting Goods,Retail Store,Cynthia Moore,9,151.12,0,1360.08
105356,2024-06-26,Europe,Sporting Goods,Retail Store,Rhonda Clark,2,143.52,0,287.04
104398,2024-06-27,Middle East & Africa,Apparel,Retail Store,Jeffrey Harrell,3,107.58,0,322.74
105369,2024-06-27,Europe,Home & Garden,Retail Store,Laura Patton,5,56.22,0,281.1
100031,2024-06-27,Middle East & Africa,Home & Garden,Partner Reseller,James Ferrell,7,289.49,15,1722.47
103332,2024-06-27,Middle East & Africa,Sporting Goods,Online,Robert Tapia,10,325.65,0,3256.5
103469,2024-06-27,Asia Pacific,Apparel,Online,Emily Morris,5,88.69,5,421.28
103653,2024-06-27,Latin America,Office Supplies,Partner Reseller,Sarah Sanchez,9,14.38,0,129.42
101392,2024-06-27,North America,Electronics,Online,Jennifer Vaughn,2,1053.21,0,2106.42
100682,2024-06-28,North America,Apparel,Partner Reseller,Dean Donovan,7,123.15,20,689.64
103245,2024-06-28,North America,Office Supplies,Retail Store,Beverly Nguyen,8,33.83,0,270.64
100934,2024-06-28,Asia Pacific,Electronics,Partner Reseller,Michael Thompson,4,93.24,5,354.31
104540,2024-06-28,Europe,Apparel,Retail Store,Justin Small,8,69.31,20,443.58
103938,2024-06-28,Europe,Apparel,Online,Joseph Schaefer,4,20.26,10,72.94
100597,2024-06-29,Europe,Electronics,Online,Susan Davis,3,94.18,15,240.16
103798,2024-06-29,Asia Pacific,Home & Garden,Partner Reseller,Alex Barton,11,239.11,0,2630.21
105824,2024-06-30,Asia Pacific,Office Supplies,Online,Alan Mahoney,11,70.88,0,779.68
103676,2024-06-30,Asia Pacific,Home & Garden,Partner Reseller,Sarah Davis,2,262.81,0,525.62
100670,2024-06-30,Asia Pacific,Office Supplies,Online,Chelsea Gill,8,197.13,15,1340.48
101678,2024-06-30,North America,Electronics,Retail Store,Donald Flores,9,483.47,0,4351.23
101105,2024-06-30,Middle East & Africa,Apparel,Online,Amber Vang,2,56.36,0,112.72
100342,2024-06-30,Asia Pacific,Home & Garden,Online,Anthony Harmon,12,289.05,15,2948.31
102151,2024-06-30,North America,Office Supplies,Partner Reseller,Debbie Gordon,6,106.42,20,510.82
100317,2024-06-30,North America,Office Supplies,Online,Ashley Hall,6,148.36,0,890.16
102172,2024-07-01,Asia Pacific,Electronics,Retail Store,Melanie Long,7,925.98,0,6481.86
105922,2024-07-01,Middle East & Africa,Home & Garden,Partner Reseller,Carla Briggs,5,254.46,0,1272.3
100175,2024-07-01,Asia Pacific,Sporting Goods,Online,Alex Hernandez,9,183.14,0,1648.26
104510,2024-07-01,Middle East & Africa,Sporting Goods,Partner Reseller,Mr. John Khan,7,256.47,5,1705.53
105763,2024-07-01,Asia Pacific,Apparel,Partner Reseller,Holly Banks,2,49.22,0,98.44
104103,2024-07-01,Latin America,Office Supplies,Retail Store,Joe Page,3,79.97,10,215.92
101690,2024-07-01,Middle East & Africa,Apparel,Online,Kim Beltran,1,55.65,10,50.09
101808,2024-07-01,Asia Pacific,Office Supplies,Partner Reseller,Joseph Woodward,12,187.76,0,2253.12
103619,2024-07-01,Europe,Office Supplies,Retail Store,Tyler Fisher,10,82.19,10,739.71
102859,2024-07-02,Europe,Apparel,Retail Store,Cassandra Bonilla,8,98.74,20,631.94
105679,2024-07-02,North America,Electronics,Retail Store,Melissa Newton,6,929.63,10,5020.0
101624,2024-07-02,Asia Pacific,Electronics,Retail Store,Amanda Nash,2,781.11,0,1562.22
103591,2024-07-02,Middle East & Africa,Office Supplies,Retail Store,Wesley Rich,12,48.71,5,555.29
100952,2024-07-02,Middle East & Africa,Office Supplies,Online,Renee Wolfe,2,83.93,0,167.86
104419,2024-07-03,Latin America,Apparel,Retail Store,Roger Holmes,7,118.04,20,661.02
101445,2024-07-03,Europe,Electronics,Online,Amy Rowe,3,1153.0,10,3113.1
100602,2024-07-03,Latin America,Sporting Goods,Partner Reseller,Tammy Mcdowell,1,265.18,5,251.92
100833,2024-07-03,Asia Pacific,Electronics,Retail Store,Tyler Harris,1,178.02,0,178.02
101095,2024-07-03,Middle East & Africa,Home & Garden,Online,James Chapman,7,160.79,0,1125.53
104315,2024-07-03,Asia Pacific,Office Supplies,Retail Store,Jacqueline Winters,10,32.6,20,260.8
104170,2024-07-03,Asia Pacific,Sporting Goods,Retail Store,Julia Marks,11,176.82,0,1945.02
100239,2024-07-03,North America,Electronics,Online,Yvonne Chambers,2,1011.58,5,1922.0
101862,2024-07-04,Asia Pacific,Office Supplies,Partner Reseller,Timothy Gibson,8,165.16,0,1321.28
100842,2024-07-04,North America,Office Supplies,Online,Virginia Henderson,3,175.58,0,526.74
100387,2024-07-04,Europe,Sporting Goods,Partner Reseller,James Padilla,10,260.87,5,2478.26
103464,2024-07-05,Asia Pacific,Office Supplies,Online,Patrick Nelson,7,23.06,15,137.21
104844,2024-07-05,North America,Home & Garden,Online,Mrs. Valerie Owens,7,268.28,0,1877.96
105282,2024-07-05,Latin America,Sporting Goods,Retail Store,Tracey Reilly,2,351.24,10,632.23
104428,2024-07-05,Middle East & Africa,Sporting Goods,Partner Reseller,David Washington III,8,491.01,0,3928.08
100885,2024-07-05,Latin America,Home & Garden,Partner Reseller,Kenneth Sharp,4,56.8,10,204.48
103212,2024-07-05,North America,Office Supplies,Online,Brent Roberts,4,179.71,5,682.9
103040,2024-07-05,North America,Home & Garden,Online,Mark Madden,2,247.01,0,494.02
102990,2024-07-05,Asia Pacific,Electronics,Partner Reseller,Sean Cisneros,6,854.39,10,4613.71
101016,2024-07-06,Middle East & Africa,Sporting Goods,Retail Store,Suzanne Jones,11,378.13,10,3743.49
105209,2024-07-06,Latin America,Electronics,Retail Store,Alison Perez,10,175.41,5,1666.39
104883,2024-07-06,North America,Sporting Goods,Online,Jeffrey Gibbs,10,206.25,0,2062.5
101368,2024-07-06,North America,Sporting Goods,Online,Dale Wright,11,230.27,15,2153.02
102923,2024-07-07,Asia Pacific,Electronics,Retail Store,Robin Hernandez,8,749.81,20,4798.78
100721,2024-07-07,Europe,Office Supplies,Partner Reseller,Raymond Johnson,1,154.27,20,123.42
